ID,parking,renovation,price,time_metro,total_area,house,rooms,combined_bath,separated_bath,passenger_elevator,freight_elevator,windows_to_the_courtyard,windows_to_the_street,windows_facing_the_street_and_yard,loggia,balcony_new,children_allowed,pets_allowed,distance_to_moscow
272197456,2,1,400000.0,7.0,170.0,1,4.0,3,0,1,0,0,0,1,0,0,0,1,2.3289952741740314
273614615,0,1,225000.0,7.5,58.0,0,2.0,2,0,1,1,0,0,1,0,0,0,0,1.0701772948406483
273643908,0,1,350000.0,7.5,213.0,1,5.0,2,0,1,0,0,0,1,0,0,1,1,1.0701772948406483
274475342,2,1,250000.0,7.0,98.0,1,3.0,1,1,1,0,1,0,0,0,0,1,1,2.3289952741740314
273973191,1,1,130000.0,7.0,120.0,1,3.0,1,0,1,0,0,1,0,0,0,0,1,2.3289952741740314
272900409,1,1,210000.0,7.5,90.0,1,4.0,1,1,1,0,0,0,1,0,1,1,0,1.0701772948406483
271036964,2,1,290000.0,7.0,170.0,1,4.0,3,0,1,0,0,0,1,0,0,1,0,2.3289952741740314
273999490,0,1,100000.0,7.0,80.0,0,3.0,1,0,1,0,0,0,1,0,3,0,0,2.3289952741740314
274017037,0,2,200000.0,7.0,100.0,0,3.0,2,0,1,0,1,0,0,0,0,1,1,2.3289952741740314
274995950,0,1,120000.0,7.5,30.0,1,2.0,1,0,0,0,0,1,0,0,0,1,1,1.0701772948406483
272911145,0,1,180000.0,4.0,150.0,0,5.0,2,0,1,0,0,0,1,0,1,0,0,0.6650538700327336
274748017,0,1,190000.0,7.0,201.0,1,5.0,3,0,1,0,0,0,1,0,0,1,1,1.4291109667222728
273941734,0,1,205000.0,7.5,64.0,1,2.0,2,0,0,0,0,1,0,0,0,1,1,1.0701772948406483
274493570,2,1,230000.0,7.0,112.0,1,3.0,2,0,1,0,0,0,1,0,1,1,0,1.4291109667222728
274391259,1,1,190000.0,7.5,186.0,1,5.0,2,0,0,0,0,0,1,0,0,1,1,1.0701772948406483
272945376,0,1,200000.0,7.5,100.0,1,3.0,2,0,1,0,0,0,1,0,0,1,1,1.0701772948406483
272612966,0,1,200000.0,7.5,150.0,1,5.0,2,0,1,0,1,0,0,0,1,0,0,1.0701772948406483
271568490,0,2,300000.0,7.0,140.0,1,5.0,2,0,1,0,0,1,0,0,0,1,0,2.3289952741740314
264664760,0,1,400000.0,7.5,132.8,1,3.0,2,0,0,0,0,0,1,0,0,1,1,1.0701772948406483
273353104,2,2,350000.0,7.0,112.0,1,3.0,0,2,0,0,0,0,1,0,0,0,0,2.3289952741740314
273353103,2,2,400000.0,7.0,91.0,1,2.0,0,2,0,0,0,0,1,0,0,0,0,2.3289952741740314
268321690,2,2,400000.0,7.5,135.0,1,3.0,1,1,2,1,0,0,1,0,0,1,1,1.0701772948406483
272188531,0,2,135000.0,7.5,44.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0701772948406483
272727784,0,1,150000.0,7.0,85.0,1,3.0,1,0,0,0,0,0,1,0,1,1,1,2.3289952741740314
267110043,0,2,320000.0,7.0,100.0,1,2.0,0,2,1,1,0,1,0,0,1,1,0,2.3289952741740314
265323319,2,2,400000.0,7.0,133.3,1,3.0,0,2,0,0,0,0,1,0,0,1,0,2.3289952741740314
265804792,0,2,400000.0,7.0,210.0,1,4.0,0,3,0,0,0,0,1,0,1,0,1,2.3289952741740314
272823500,2,1,150000.0,7.5,85.0,0,3.0,1,0,1,0,0,0,1,0,1,0,0,1.0701772948406483
274402813,2,1,195000.0,7.0,105.0,1,3.0,3,0,0,0,0,0,1,0,0,1,1,2.3289952741740314
270190788,2,1,300000.0,7.0,134.0,1,3.0,0,2,1,0,0,0,1,0,1,1,1,2.3289952741740314
271265359,0,1,90000.0,7.0,60.0,1,2.0,1,0,1,0,0,0,1,0,0,1,0,2.3289952741740314
274289253,0,2,150000.0,7.5,85.0,1,3.0,0,1,0,0,0,0,1,0,1,0,0,1.0701772948406483
274150874,0,2,250000.0,7.0,150.0,1,5.0,2,0,0,0,0,0,1,0,0,0,0,2.3289952741740314
274849686,2,1,350000.0,7.0,142.0,0,4.0,2,0,1,0,0,0,1,0,0,0,0,2.3289952741740314
273779074,0,2,120000.0,7.0,60.0,0,2.0,1,0,1,0,0,1,0,0,0,1,1,2.3289952741740314
274217247,0,2,120000.0,7.0,103.0,0,3.0,1,0,0,0,0,0,1,0,0,1,0,2.3289952741740314
272156997,0,1,175000.0,7.0,170.0,0,5.0,2,0,1,0,1,0,0,0,0,1,1,1.4291109667222728
274617827,0,1,190000.0,7.0,200.0,0,5.0,2,0,0,0,1,0,0,0,0,1,1,1.4291109667222728
274252871,2,2,240000.0,7.0,105.0,1,3.0,2,1,2,1,0,0,1,1,0,1,1,2.3289952741740314
269132104,2,1,250000.0,7.0,60.0,1,1.0,1,0,1,1,1,0,0,0,0,1,0,2.3289952741740314
273911217,0,2,250000.0,7.0,155.0,1,5.0,2,0,1,0,0,1,0,0,0,0,0,2.3289952741740314
269716469,2,1,300000.0,7.0,134.0,1,3.0,2,0,1,1,0,0,1,0,0,1,1,2.3289952741740314
274199925,0,2,115000.0,7.5,100.0,1,3.0,0,1,0,0,1,0,0,0,0,1,0,1.0701772948406483
274223065,0,2,120000.0,7.0,60.0,1,2.0,0,1,0,0,0,1,0,0,0,0,0,2.3289952741740314
271264562,0,1,175000.0,7.0,170.0,1,5.0,2,0,1,0,0,0,1,0,0,1,1,1.4291109667222728
272632345,0,2,185000.0,7.5,98.0,0,3.0,0,1,1,0,0,0,1,0,0,0,0,1.0701772948406483
274018110,2,2,200000.0,7.5,175.0,1,2.0,0,2,1,1,0,0,1,0,0,0,0,1.0701772948406483
274029603,0,1,350000.0,7.0,180.0,0,4.0,3,0,1,0,0,0,1,0,0,1,0,2.3289952741740314
274548856,2,2,350000.0,7.0,132.0,1,4.0,2,0,2,2,1,0,0,0,0,1,1,2.3289952741740314
271766412,0,1,400000.0,4.0,228.0,1,6.0,2,0,1,0,1,0,0,0,1,0,0,0.6650538700327336
274528249,0,2,120000.0,7.5,45.0,0,1.0,1,0,1,0,0,0,1,0,1,0,0,1.0701772948406483
274431438,0,1,130000.0,7.0,65.0,1,3.0,1,0,1,0,0,0,1,0,0,1,1,2.3289952741740314
274064272,0,1,140000.0,7.5,87.0,0,3.0,0,1,1,0,0,0,1,0,0,0,0,1.0701772948406483
273078340,0,2,145000.0,7.0,90.0,0,3.0,1,0,2,0,0,0,1,0,1,1,1,2.3289952741740314
274359655,2,1,350000.0,7.0,180.0,0,4.0,0,3,1,0,0,0,1,0,0,0,0,2.3289952741740314
272226556,0,2,400000.0,7.5,180.0,1,4.0,2,0,0,0,0,0,1,0,1,1,0,1.0701772948406483
274319903,1,0,99000.0,7.0,75.0,0,3.0,0,1,1,1,1,0,0,0,0,1,1,2.3289952741740314
273427928,0,2,100000.0,7.0,87.0,0,3.0,1,0,1,0,0,1,0,0,0,1,0,2.3289952741740314
274296188,1,0,180000.0,7.5,105.0,0,3.0,2,0,1,0,0,0,1,0,1,1,0,1.0701772948406483
272887177,2,2,200000.0,7.5,99.0,0,3.0,2,0,1,1,1,0,0,1,0,1,0,1.0701772948406483
269319175,2,2,250000.0,7.0,60.0,1,1.0,1,0,2,0,1,0,0,0,0,1,0,2.3289952741740314
269687656,0,1,280000.0,7.0,140.0,1,4.0,2,0,1,0,1,0,0,0,0,0,0,2.3289952741740314
274501292,0,2,300000.0,7.5,120.0,1,3.0,2,0,1,0,0,0,1,0,0,1,1,1.0701772948406483
261980888,2,2,400000.0,7.0,133.0,1,3.0,2,0,2,2,1,0,0,0,0,1,0,2.3289952741740314
272567246,0,2,400000.0,7.0,180.0,1,4.0,3,0,1,0,1,0,0,0,1,1,1,2.3289952741740314
274066192,0,1,80000.0,7.0,52.0,0,2.0,1,0,0,0,0,1,0,0,0,1,0,2.3289952741740314
273763131,0,0,95000.0,7.0,91.0,0,3.0,0,1,1,0,0,0,1,0,0,0,0,2.3289952741740314
273684904,0,2,105000.0,7.0,56.0,0,2.0,0,1,1,1,0,0,1,0,1,1,1,2.3289952741740314
271542995,0,2,120000.0,7.0,80.0,1,3.0,1,0,1,0,1,0,0,0,2,0,0,2.3289952741740314
273012299,0,2,135000.0,7.5,94.0,0,2.0,1,0,1,0,0,0,1,0,0,0,0,1.0701772948406483
270282698,0,2,135000.0,7.5,40.0,1,2.0,1,1,3,3,0,1,0,0,0,1,0,1.0701772948406483
274336333,0,1,145000.0,7.0,94.0,0,3.0,2,0,0,0,1,0,0,0,0,1,0,2.3289952741740314
272244255,0,2,145000.0,7.0,90.0,0,3.0,0,1,0,0,0,1,0,0,0,0,0,2.3289952741740314
272701749,0,2,165000.0,7.0,120.0,1,2.0,1,0,0,0,0,1,0,0,0,0,0,1.4291109667222728
271204399,0,1,175000.0,7.0,170.0,1,5.0,2,0,1,0,1,0,0,0,0,0,0,1.4291109667222728
274879736,1,0,180000.0,7.5,140.0,1,3.0,2,0,1,0,0,0,1,0,0,1,1,1.0701772948406483
271827359,0,2,180000.0,7.0,41.0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,2.3289952741740314
256631941,0,2,190000.0,7.5,120.0,1,3.0,2,0,1,0,0,1,0,0,0,1,1,1.0701772948406483
272917777,2,1,200000.0,10.0,95.0,1,3.0,0,2,1,0,0,0,1,0,1,0,0,0.7819267034444803
252536547,0,0,220000.0,10.0,130.0,0,4.0,2,0,1,0,1,0,0,0,0,1,1,0.5966149296963447
274434108,0,2,230000.0,7.5,70.0,0,3.0,2,0,2,2,1,0,0,0,0,1,0,1.0701772948406483
272559990,0,2,270000.0,7.0,63.0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,2.3289952741740314
269465572,2,1,330000.0,7.0,189.0,0,4.0,0,2,1,0,0,0,1,0,1,0,0,1.4291109667222728
263779667,2,2,330000.0,7.0,120.0,0,2.0,1,1,1,0,1,0,0,0,0,0,0,2.3289952741740314
272128059,0,2,350000.0,7.5,212.0,1,4.0,2,0,1,0,0,0,1,0,0,1,1,1.0701772948406483
224335583,0,1,350000.0,10.0,111.0,0,4.0,2,1,0,0,0,0,1,1,0,1,1,2.3310361081048754
271627634,0,2,350000.0,7.0,92.0,0,2.0,0,1,0,0,0,0,1,0,0,0,0,2.3289952741740314
274700592,0,0,350000.0,7.0,132.0,0,4.0,2,0,1,0,0,1,0,0,0,0,0,2.3289952741740314
273231375,0,2,360000.0,7.0,202.0,1,4.0,2,0,0,0,0,0,1,0,0,0,0,2.3289952741740314
271586905,0,2,400000.0,7.0,123.0,0,2.0,0,1,0,0,0,0,1,0,0,0,0,2.3289952741740314
274009456,0,1,80000.0,7.0,53.0,1,2.0,1,0,1,0,0,0,1,0,0,0,0,2.3289952741740314
274723871,0,1,80000.0,7.0,53.0,0,2.0,0,1,1,1,1,0,0,0,0,1,0,2.3289952741740314
274548003,0,0,90000.0,7.5,60.0,1,2.0,1,0,2,0,0,1,0,0,0,1,1,1.0701772948406483
229808794,0,2,95000.0,7.5,30.0,1,1.0,1,0,2,2,0,1,0,0,0,0,0,1.0701772948406483
274903280,0,1,100000.0,7.0,80.0,0,3.0,0,1,2,0,0,0,1,0,0,1,0,2.3289952741740314
271439388,0,1,100000.0,7.0,68.0,0,3.0,1,0,1,0,1,0,0,0,1,1,1,2.3289952741740314
273474991,1,1,105000.0,10.0,55.0,1,2.0,0,1,1,1,0,1,0,1,0,1,1,2.5739266983214475
274135582,0,1,110000.0,7.0,55.0,0,2.0,1,0,1,0,0,1,0,0,0,1,1,2.3289952741740314
274880892,0,2,120000.0,7.5,103.0,0,3.0,1,0,0,0,0,0,1,0,0,1,1,1.0701772948406483
271716464,0,1,120000.0,7.0,80.0,1,3.0,0,1,1,0,1,0,0,0,1,0,0,2.3289952741740314
271249218,2,2,130000.0,7.0,65.0,0,2.0,1,0,1,0,1,0,0,0,0,1,0,2.3289952741740314
274012210,1,1,135000.0,7.5,98.0,1,2.0,1,0,1,0,1,0,0,0,0,1,0,1.0701772948406483
269317588,0,2,135000.0,7.5,40.0,1,2.0,1,1,2,2,0,0,1,0,0,0,0,1.0701772948406483
273650910,0,1,135000.0,7.5,89.4,0,2.0,1,0,1,0,0,1,0,0,0,1,1,1.0701772948406483
273823802,0,2,145000.0,7.0,90.0,0,3.0,0,1,2,0,0,0,1,0,0,1,1,2.3289952741740314
272821193,0,1,150000.0,7.5,90.0,1,3.0,1,0,1,0,0,0,1,0,0,1,1,1.0701772948406483
274103646,1,0,150000.0,7.5,100.0,1,3.0,1,1,1,0,0,0,1,0,0,1,1,1.0701772948406483
236632140,0,2,150000.0,7.5,43.3,1,2.0,2,0,0,4,1,0,0,0,0,0,0,1.0701772948406483
274478078,0,1,160000.0,7.0,110.0,1,3.0,1,0,1,0,0,0,1,0,1,1,0,2.3289952741740314
272710931,0,1,165000.0,7.0,120.0,1,2.0,1,0,0,0,1,0,0,0,1,0,0,1.4291109667222728
272047599,1,1,170000.0,7.0,117.0,0,3.0,1,0,1,0,1,0,0,0,0,1,1,2.3289952741740314
273235893,2,1,180000.0,7.0,120.0,1,3.0,2,0,1,0,1,0,0,1,0,1,0,1.4291109667222728
271487126,0,1,180000.0,10.0,96.0,0,4.0,1,1,1,0,1,0,0,0,1,1,1,2.3310361081048754
236952590,1,0,190000.0,7.5,120.0,1,2.0,2,0,1,0,1,0,0,0,0,1,0,1.0701772948406483
267882068,0,2,195000.0,7.0,120.0,0,3.0,1,1,1,1,0,0,1,0,2,1,0,1.4291109667222728
271577440,2,2,200000.0,7.0,75.0,1,2.0,1,0,2,0,0,1,0,0,0,1,1,2.3289952741740314
273795577,0,2,200000.0,7.5,99.0,1,3.0,2,0,2,0,1,0,0,1,0,1,1,1.0701772948406483
271764581,0,2,220000.0,7.5,130.0,1,4.0,2,0,1,0,1,0,0,0,0,1,0,1.0701772948406483
274744370,1,2,230000.0,7.5,120.0,1,3.0,2,0,1,1,0,0,1,1,0,1,1,1.0701772948406483
274442273,2,1,250000.0,7.0,105.0,1,3.0,0,2,1,0,0,0,1,0,0,0,0,2.3289952741740314
273689040,0,1,250000.0,7.0,115.0,1,3.0,2,0,1,1,1,0,0,1,1,1,1,2.3289952741740314
274455073,0,1,250000.0,7.0,165.0,1,5.0,3,0,1,0,0,0,1,0,0,1,1,2.3289952741740314
272262503,2,2,270000.0,10.0,65.0,0,1.0,1,0,1,0,0,0,1,0,0,1,1,2.5739266983214475
267127816,2,1,270000.0,7.5,76.0,1,2.0,1,1,1,1,0,1,0,0,0,0,0,1.0701772948406483
274999073,0,1,300000.0,7.0,126.0,1,3.0,2,0,1,0,0,1,0,0,1,1,1,2.3289952741740314
273894772,2,1,300000.0,7.0,124.0,1,3.0,2,0,1,0,0,0,1,0,0,0,0,2.3289952741740314
274085397,2,2,330000.0,7.0,130.0,0,2.0,1,1,1,0,0,0,1,0,0,0,0,2.3289952741740314
269357269,2,1,330000.0,7.5,190.0,1,4.0,2,0,1,0,0,0,1,0,0,1,0,1.0701772948406483
273906122,2,2,350000.0,7.0,178.0,1,4.0,2,0,2,0,1,0,0,1,0,1,0,2.3289952741740314
241709509,1,1,350000.0,10.0,135.0,1,4.0,2,0,1,0,0,1,0,0,1,0,0,2.3310361081048754
267357413,2,2,350000.0,7.0,130.0,0,4.0,2,0,0,0,0,1,0,0,0,0,0,2.3289952741740314
268872145,0,1,350000.0,7.0,212.0,1,4.0,3,0,1,0,0,0,1,0,0,1,1,2.3289952741740314
272718014,0,1,350000.0,7.0,178.0,1,4.0,2,2,1,0,0,0,1,0,1,0,0,2.3289952741740314
274095176,0,2,360000.0,7.0,201.0,0,4.0,3,0,1,0,0,1,0,0,0,1,1,2.3289952741740314
272406227,0,2,370000.0,7.5,181.0,0,5.0,2,1,1,0,0,0,1,0,1,0,0,1.0701772948406483
269938440,0,1,400000.0,7.5,123.6,1,2.0,1,1,0,0,0,0,1,0,0,1,1,1.0701772948406483
265972115,0,2,400000.0,7.0,129.0,1,3.0,2,0,1,0,0,0,1,0,0,0,0,2.3289952741740314
272294030,0,1,400000.0,7.0,176.0,1,4.0,4,0,1,0,0,1,0,0,1,1,1,2.3289952741740314
271917911,2,2,400000.0,7.0,190.0,1,4.0,3,0,4,1,0,0,1,0,0,1,1,2.3289952741740314
274686779,0,0,60000.0,15.0,76.0,0,3.0,0,1,2,0,0,0,1,1,1,1,0,2.954259142796139
274862000,0,1,36000.0,12.0,35.3,1,1.0,1,0,1,0,1,0,0,1,0,1,1,16.06408074951664
274747534,0,1,55000.0,12.0,71.7,1,2.0,1,0,1,0,0,0,1,1,0,1,0,16.06408074951664
273551383,0,0,36000.0,18.0,41.2,0,1.0,0,1,2,0,0,1,0,1,0,1,1,10.889922792661743
273693111,0,1,65000.0,10.0,70.0,0,3.0,0,2,2,1,0,1,0,0,1,1,0,10.889922792661743
273510895,0,0,30000.0,15.0,40.0,0,1.0,1,0,2,0,1,0,0,1,0,1,0,2.954259142796139
265111957,0,0,45000.0,18.0,57.0,0,2.0,0,1,3,0,1,0,0,0,1,1,0,10.889922792661743
267761830,0,0,35000.0,18.0,42.0,1,1.0,0,1,2,0,1,0,0,0,1,1,0,10.889922792661743
271601843,0,1,48000.0,10.0,68.0,0,3.0,0,1,1,1,0,0,1,1,0,1,0,10.889922792661743
275004836,0,0,55000.0,10.0,82.0,0,3.0,0,1,0,0,0,0,1,0,1,0,0,10.889922792661743
273907511,0,0,29999.0,15.0,41.0,0,1.0,1,0,2,0,1,0,0,0,1,1,1,15.817964477740873
235355662,0,1,38000.0,18.0,37.0,0,1.0,0,1,2,0,1,0,0,0,1,0,0,10.889922792661743
268903569,0,1,80000.0,12.0,87.0,0,3.0,0,2,2,2,0,0,1,0,1,1,0,12.85064501531401
274794055,0,2,95000.0,12.0,84.0,0,3.0,1,0,0,0,1,0,0,0,0,1,0,16.06408074951664
274455296,0,0,28000.0,18.0,38.0,1,1.0,0,1,2,0,1,0,0,1,0,1,0,10.889922792661743
274838267,0,0,28000.0,15.0,38.0,0,1.0,1,0,2,0,1,0,0,1,0,0,0,2.954259142796139
274905945,0,0,29000.0,12.0,35.0,0,1.0,1,0,3,0,1,0,0,1,0,1,0,16.06408074951664
273089522,0,1,30000.0,12.0,30.0,1,1.0,1,0,0,0,0,1,0,0,0,1,0,16.06408074951664
272169225,0,0,30000.0,15.0,38.0,1,1.0,1,0,2,0,1,0,0,0,1,1,0,2.954259142796139
274177400,0,0,30000.0,15.0,40.0,0,1.0,1,0,3,0,1,0,0,1,0,1,0,2.954259142796139
273379337,0,0,30000.0,10.0,38.0,0,1.0,1,0,2,1,1,0,0,1,0,0,0,10.889922792661743
274164058,0,0,32000.0,10.0,38.0,0,1.0,1,0,0,0,1,0,0,0,1,1,1,10.889922792661743
273764363,0,0,32000.0,18.0,42.4,0,1.0,0,1,2,0,1,0,0,0,1,1,0,10.889922792661743
274173656,0,0,35000.0,10.0,44.7,0,1.0,1,0,1,1,0,1,0,1,0,0,0,10.889922792661743
274063411,0,0,36000.0,15.0,58.0,0,2.0,0,1,2,1,1,0,0,1,0,0,0,2.954259142796139
236543080,0,1,38000.0,12.0,36.0,1,1.0,1,0,1,1,1,0,0,0,1,1,1,16.06408074951664
256888072,0,1,38000.0,18.0,42.0,0,1.0,0,1,2,1,1,0,0,1,1,0,0,10.889922792661743
271083068,0,1,40000.0,18.0,41.2,0,1.0,0,1,2,1,1,0,0,0,1,0,0,10.889922792661743
274622371,0,0,40000.0,18.0,64.0,0,2.0,0,1,2,0,1,0,0,0,1,1,1,10.889922792661743
274917579,0,1,40000.0,10.0,55.0,1,2.0,0,1,1,1,1,0,0,2,0,1,0,10.889922792661743
274922675,0,1,40000.0,18.0,35.0,1,1.0,0,1,2,1,0,0,1,1,0,1,0,10.889922792661743
274482454,0,0,40000.0,10.0,63.8,0,2.0,0,1,2,0,1,0,0,1,0,1,0,10.889922792661743
274099537,0,1,43000.0,18.0,67.0,1,2.0,0,1,2,0,1,0,0,1,0,1,0,10.889922792661743
167911714,0,2,45000.0,12.0,38.8,0,1.0,1,0,1,1,0,1,0,0,1,0,0,12.85064501531401
274632558,0,0,45000.0,12.0,56.0,0,3.0,1,0,2,0,1,0,0,2,0,1,0,16.06408074951664
273080406,0,1,45000.0,10.0,75.0,0,3.0,0,1,1,1,0,0,1,1,1,0,0,10.889922792661743
273202959,0,1,47000.0,18.0,55.0,0,2.0,0,1,1,1,1,0,0,1,0,1,0,10.889922792661743
270816267,0,1,65000.0,18.0,82.0,0,3.0,1,0,2,0,1,0,0,2,0,1,0,10.889922792661743
274580039,0,2,70000.0,12.0,70.0,1,2.0,1,0,0,0,1,0,0,0,0,0,0,16.06408074951664
274945662,0,0,26000.0,18.0,40.0,0,1.0,0,1,1,1,1,0,0,1,0,0,0,10.889922792661743
228335421,0,1,27000.0,12.0,31.0,1,1.0,1,0,2,0,1,0,0,1,0,1,1,16.06408074951664
256834307,0,1,29000.0,15.0,35.0,1,1.0,1,0,1,1,1,0,0,0,1,1,0,10.889922792661743
274687179,0,1,30000.0,18.0,27.0,1,1.0,1,0,0,0,1,0,0,0,0,1,0,10.889922792661743
230487451,0,0,30000.0,12.0,40.0,0,1.0,1,0,1,1,1,0,0,0,1,1,1,16.06408074951664
170068347,0,1,30000.0,8.0,41.0,0,1.0,0,1,2,2,1,0,0,1,0,1,0,20.29361483453958
273476724,0,0,30000.0,12.0,32.0,1,1.0,1,0,0,0,1,0,0,0,0,1,1,12.85064501531401
242234098,0,0,30000.0,18.0,45.0,1,1.0,0,1,0,0,1,0,0,1,0,1,1,10.889922792661743
271203810,0,0,32000.0,12.0,38.0,0,1.0,1,0,1,1,0,0,1,0,1,1,1,12.85064501531401
274831384,0,0,33000.0,10.0,42.0,1,1.0,0,1,2,1,1,0,0,1,0,1,0,10.889922792661743
274091308,0,1,33500.0,18.0,39.0,0,1.0,1,0,2,0,1,0,0,1,0,0,0,10.889922792661743
262355297,0,0,34000.0,18.0,38.5,0,1.0,1,0,3,0,0,1,0,1,0,1,0,10.889922792661743
273815149,2,2,38000.0,12.0,46.0,0,1.0,1,0,2,1,1,0,0,1,0,0,0,16.06408074951664
274259730,0,2,40000.0,12.0,34.0,0,1.0,1,0,2,0,1,0,0,1,0,0,0,16.06408074951664
272275267,0,0,40000.0,18.0,44.0,0,1.0,1,0,2,0,1,0,0,1,0,0,0,10.889922792661743
273151859,0,0,40000.0,18.0,38.0,0,1.0,1,0,1,1,0,1,0,1,0,1,0,10.889922792661743
274846125,1,0,44000.0,18.0,55.4,1,2.0,0,1,0,0,1,0,0,2,0,1,1,10.889922792661743
270525077,0,0,45000.0,18.0,29.0,1,1.0,1,0,0,0,1,0,0,0,1,1,0,10.889922792661743
262081183,0,1,47000.0,15.0,57.0,0,2.0,0,1,3,0,1,0,0,1,0,1,0,2.954259142796139
274460195,1,1,49000.0,18.0,38.0,0,1.0,1,0,0,0,0,1,0,1,0,1,0,10.889922792661743
274974124,1,1,54500.0,18.0,44.0,0,2.0,1,0,0,0,0,1,0,1,0,1,0,10.889922792661743
274055451,1,1,71000.0,10.0,70.0,0,3.0,0,2,0,0,0,0,1,0,1,1,0,10.889922792661743
274393865,0,1,80000.0,18.0,87.0,1,3.0,0,2,1,1,1,0,0,1,1,1,0,10.889922792661743
269265022,0,2,90000.0,18.0,84.0,0,3.0,1,0,1,1,1,0,0,0,1,1,0,10.889922792661743
273593681,1,1,92000.0,18.0,77.0,1,3.0,0,1,0,0,0,0,1,1,0,1,1,10.889922792661743
263724076,2,2,95000.0,18.0,84.0,1,3.0,0,1,1,1,0,0,1,0,1,0,0,10.889922792661743
274689762,0,1,100000.0,18.0,96.0,0,3.0,1,0,2,1,0,1,0,1,0,1,0,10.889922792661743
251618576,2,1,46000.0,18.0,60.0,0,2.0,0,1,1,1,0,0,1,0,1,1,1,10.889922792661743
186299640,0,0,32000.0,15.0,38.0,0,1.0,1,0,0,0,1,0,0,1,0,1,0,13.121922200552593
240575765,0,1,45000.0,12.0,65.0,0,2.0,0,1,2,0,1,0,0,1,1,1,0,16.06408074951664
238230007,0,1,38000.0,18.0,43.0,1,1.0,1,0,1,1,0,1,0,0,1,1,0,10.889922792661743
273672956,0,1,23000.0,12.0,26.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,16.06408074951664
274667443,0,0,34000.0,10.0,36.4,0,1.0,1,0,1,1,0,1,0,1,0,1,0,10.889922792661743
256518254,0,1,35000.0,18.0,38.0,1,1.0,1,0,2,1,0,1,0,0,1,1,0,10.889922792661743
265357607,0,0,35000.0,12.0,30.5,0,1.0,1,0,0,0,1,0,0,0,0,0,0,16.06408074951664
245971204,0,0,35000.0,18.0,38.5,0,1.0,0,1,2,1,0,1,0,0,1,1,0,10.889922792661743
274344079,0,1,38000.0,12.0,50.0,1,2.0,0,1,2,0,1,0,0,0,0,0,0,16.06408074951664
274267929,0,0,42000.0,12.0,52.0,0,2.0,0,1,1,1,1,0,0,0,1,1,0,16.06408074951664
273318241,0,1,43000.0,18.0,40.0,1,1.0,1,0,1,1,1,0,0,0,1,1,0,10.889922792661743
270883351,0,0,45000.0,18.0,29.0,1,1.0,1,0,3,3,1,0,0,0,0,0,0,10.889922792661743
273780889,0,1,45000.0,18.0,56.0,1,2.0,0,1,3,0,0,0,1,1,0,0,0,10.889922792661743
272536453,0,1,45000.0,18.0,54.0,0,2.0,0,1,2,1,1,0,0,0,1,1,0,10.889922792661743
268878838,0,0,49700.0,10.0,64.0,0,2.0,0,1,2,0,1,0,0,0,1,0,0,10.889922792661743
270572812,0,1,50000.0,18.0,48.1,1,2.0,1,0,2,2,0,0,1,1,0,1,0,10.889922792661743
269471423,0,1,100000.0,10.0,124.0,0,5.0,1,1,1,1,0,0,1,1,1,0,0,10.889922792661743
274741628,0,0,30000.0,18.0,33.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,10.889922792661743
274812555,0,0,32000.0,15.0,37.7,0,1.0,1,0,1,1,1,0,0,1,0,1,0,2.954259142796139
274939275,0,1,35000.0,18.0,38.0,0,1.0,0,1,2,1,0,1,0,1,0,1,1,10.889922792661743
274891201,0,1,35000.0,18.0,40.0,0,1.0,0,1,3,0,1,0,0,1,0,1,0,10.889922792661743
274792043,0,0,35000.0,18.0,27.0,1,0.0,1,0,2,0,0,1,0,1,0,1,0,10.889922792661743
274557406,0,0,35000.0,18.0,27.7,1,0.0,1,0,2,0,1,0,0,0,0,0,0,10.889922792661743
274537001,0,0,35500.0,15.0,40.0,0,1.0,1,0,2,1,1,0,0,0,1,0,0,2.954259142796139
274866930,0,2,39000.0,18.0,41.0,1,1.0,0,1,1,1,1,0,0,1,0,0,0,10.889922792661743
274917171,0,0,47000.0,12.0,52.2,0,2.0,0,1,2,0,0,1,0,0,1,1,0,16.06408074951664
274040469,2,2,330000.0,9.0,102.0,0,3.0,2,0,1,0,0,0,1,0,0,1,0,2.8879167358465447
212024381,2,2,270000.0,6.0,134.1,1,4.0,2,0,2,1,1,0,0,0,1,1,0,2.0817668500942603
268876926,0,1,230000.0,5.0,108.0,1,4.0,2,0,1,0,0,0,1,0,0,1,1,0.7761717325015122
272945877,0,1,300000.0,6.0,168.0,1,4.0,2,0,1,0,0,0,1,0,0,0,0,2.0817668500942603
273737770,0,1,150000.0,6.0,160.0,0,3.0,2,0,0,0,1,0,0,1,0,1,1,2.839863527968851
273632382,0,2,165000.0,5.0,122.0,1,3.0,1,0,0,0,0,0,1,0,0,1,1,0.7761717325015122
266473705,2,2,170000.0,6.0,133.0,1,3.0,2,0,2,1,0,1,0,1,0,1,0,2.839863527968851
274665301,1,0,200000.0,5.0,138.0,1,4.0,2,1,1,0,1,0,0,0,0,1,1,1.7761873583603944
